9.203699586372536601e+01,9.345850986538304994e+01
8.412945361935179278e+01,1.058681718699988181e+02
7.674879728123131883e+01,1.153326791456199345e+02
6.518949332955064335e+01,1.175860479949062665e+02
5.131917931764922969e+01,1.266436224001107149e+02
3.805713778608426168e+01,1.347466074203447590e+02
2.000817616062264293e+01,1.365930433992144515e+02
3.621258828003647068e+00,1.315945805351243791e+02
-1.004771557397797999e+01,1.297447388352372855e+02
-1.214833757301101116e+02,6.512711029148675612e-01
-1.189260791223508562e+02,1.570259104422149044e+01
-1.170605683942999065e+02,1.383410556132226787e+01
-1.162488294787551411e+02,1.785592953641236491e+01
-1.170198751072582439e+02,1.482938823333437561e+01
-1.191295455575591689e+02,1.072617768416094641e+01
-1.215626354789049088e+02,1.454453522404272370e+01
-1.188853858353091795e+02,1.669787371623359817e+01
-1.046445785894557048e+02,4.836550228944226859e+01
-7.766648889300178382e+01,9.075913003656364708e+01
1.278008655171610854e+02,1.826805867093849756e+01
1.289767171907922716e+02,1.536359722898550828e+01
1.300711822903401185e+02,1.046857044300829465e+01
1.330718514049806060e+02,4.700340846143968854e+00
1.328276916827306309e+02,-1.271355185928685572e+00
1.329476447185670622e+02,-1.416933663504442897e+01
1.362310400172106597e+02,-2.885441699297606633e+01
1.342820158897878287e+02,-4.486032631925313297e+01
1.448693368124671466e+01,-2.042599003693971156e+02
1.793522895334551137e+01,-1.990800205741282412e+02
2.986077248840117448e+01,-1.923758453753056301e+02
3.436283957300616976e+01,-1.930862750380260877e+02
4.499045157330564848e+01,-1.864634864132867733e+02
5.813254006903417803e+01,-1.816684899844050562e+02
5.748357430165607695e+01,-1.817091832714467330e+02
5.281873406888443157e+01,-1.849798842967747134e+02
4.949251865791063665e+01,-1.871739160760072309e+02
3.752628183581330035e+01,-1.948733739468419515e+02
1.720487661188408168e+01,-2.011112792051941085e+02
-6.198584300768947841e+00,-2.035715202107061543e+02
-3.179097541251769599e+01,-1.962417076442638404e+02
-6.354747790171405342e+01,-1.813565665721412188e+02
-8.272947108847665731e+01,-1.597265570141543378e+02
-1.030059293747871152e+02,-1.332015206701902912e+02
-1.135479011504261706e+02,-1.060660850206012071e+02
-1.240491796390235635e+02,-7.793536669900004199e+01
-1.246938917558245663e+02,-4.620840105573756773e+01
-1.250558776886224450e+02,-2.339828617354239881e+01
-1.229033871259913013e+02,-2.415963487204786819e+00
-1.193737052798091582e+02,4.754481652088297317e+00
-1.209157965368153498e+02,-1.298600954067685720e+00
-1.215240690171517883e+02,-3.440115690972409546e-01
-1.234323998575329284e+02,-1.535463822336219764e+01
-1.224600146191100691e+02,-2.323551302537573804e+01
-1.240449259884464794e+02,-4.616770776869589810e+01
-1.237643266297318974e+02,-7.096838799491527539e+01
-1.190223534734540181e+02,-9.747478055586722689e+01
-1.043038609095432889e+02,-1.332829072442736162e+02
-8.054054088938093514e+01,-1.695166105861087829e+02
-3.832132637334029823e+01,-1.976439231866925752e+02
4.306947838405542406e+00,-1.999345796020032253e+02
4.742354149465136004e+01,-1.902818439531685613e+02
8.486434321794955338e+01,-1.611303877345083606e+02
1.053913417023756693e+02,-1.340322396509436089e+02
1.178073315072198568e+02,-9.950084292282360821e+01
1.298163884416474048e+02,-7.492227291482471685e+01
1.339157763064128517e+02,-5.381787036736211149e+01
1.364323796271304161e+02,-3.976183309806759070e+01
1.373255051167585350e+02,-3.374944377895328529e+01
1.341213695669096921e+02,-3.295762754214949553e+01
1.350551883435794593e+02,-2.594995555102307350e+01
1.333952708760253643e+02,-3.221227242911231858e+00
1.279229453782860730e+02,2.125390668697482610e+01
1.170982474186439219e+02,5.730619309763119418e+01
9.272665491814511540e+01,9.449448582443682199e+01
5.330676990682518124e+01,1.277609849332478262e+02
9.097837976320052533e+00,1.388871055355424744e+02
-5.750572999195067325e+01,1.088997340720194558e+02
-7.896442042775797177e+01,9.067774346248032202e+01
-9.462311224420409417e+01,7.182670976430406995e+01
-9.900522629297262256e+01,5.963915797790878059e+01
-1.046038853024140565e+02,4.936078496145437811e+01
-1.041176926832025913e+02,4.542034756044760258e+01
-1.074032148071347308e+02,4.422159845322717331e+01
-1.053749309309171167e+02,4.633424365837637993e+01
-1.055377040790837952e+02,4.235311297032794897e+01
-1.145846583606239761e+02,2.689486015860467560e+01
-1.200247978724758156e+02,-1.117004110010543805e+01
-1.253021642361610049e+02,-4.525381167076712075e+01
-1.224278286332226173e+02,-8.577554821397191631e+01
-1.143596400659709076e+02,-1.100879089956913077e+02
-1.102238125647409390e+02,-1.197558827065207225e+02
-1.066555642568056754e+02,-1.274739843603675951e+02
-1.045865870935464130e+02,-1.243660564832062789e+02
-1.082769152626066500e+02,-1.196338028453957492e+02
-1.178871950868645087e+02,-1.013745246698323257e+02
-1.214533165695112018e+02,-7.777259355083337766e+01
-1.260732098646640793e+02,-4.828035297384511182e+01
-1.222137280715715377e+02,-1.379987528151012999e+00
-1.079301007133878301e+02,4.716675318222182511e+01
-7.076989834880420460e+01,1.011188896271013959e+02
-2.825945034760626129e+01,1.276100441260585825e+02
1.177508761991575348e+01,1.410404440277333435e+02
4.122058004889139937e+01,1.329595085115288384e+02
5.894399537801970013e+01,1.231508111565622556e+02
-1.223765012197382021e+02,-5.361118216199443509e+00
-1.163709093398801429e+02,1.487008152037604169e+01
-1.098791248408106611e+02,3.116084385594476558e+01
-1.047259651635390298e+02,4.637493694541804956e+01
-1.037921463868692769e+02,5.338260893654447159e+01
-9.774798804525809715e+01,5.872526187998000324e+01
-9.750382832300810776e+01,6.469695791205265323e+01
-9.429969277315935017e+01,6.390514167524886346e+01
-9.352864714465624729e+01,6.693168297832686164e+01
-8.577962439787222593e+01,8.230854921596679219e+01
-6.683541045749397824e+01,1.023583320213634806e+02
-3.491188116955385112e+01,1.232219805675934765e+02
8.975758115195054287e+00,1.359012575195061459e+02
5.711917793701041290e+01,1.260145793114735824e+02
8.457495295152156700e+01,1.009324517969799473e+02
1.081369333617641502e+02,7.560616456023629439e+01
1.172610205668105863e+02,6.128732378567963934e+01
1.215981876779603539e+02,4.071193396975868239e+01
1.260188681884820312e+02,3.801093896301401287e+01
1.253699024211039301e+02,3.797024567597234324e+01
1.248023232278091683e+02,3.992011773295489263e+01
1.222064601582967924e+02,3.975734458478823541e+01
1.243975171826810566e+02,4.585112047798588009e+01
1.207071890136208197e+02,5.058337411579643828e+01
1.127589534822055839e+02,6.199775344840008984e+01
1.068390018270079622e+02,7.552477798615296933e+01
9.702525556754177671e+01,8.880764280165583102e+01
8.242671603946750736e+01,1.117177880409464734e+02
5.586193968929588749e+01,1.269284754094023668e+02
2.337508485863810392e+01,1.397823578504590785e+02
-9.925635712852988846e+00,1.327305868512736424e+02
-3.296498386741956921e+01,1.233440604287184783e+02
-4.671534484348453020e+01,1.195036533848071798e+02
-4.874362871970215139e+01,1.173910081796579590e+02
-4.687811799165118742e+01,1.155225226967587417e+02
-3.272082414516958693e+01,1.293157564607911354e+02
-1.503597527779439780e+01,1.343956058989645612e+02
2.256334594309334918e+01,1.357605338753689921e+02
7.001497988520040394e+01,1.089540502431306095e+02
1.074472743073443866e+02,7.457018860118252235e+01
1.250850494118122498e+02,3.100326697188758729e+01
1.327034849963170586e+02,-2.014103266711708073e+01
1.281564709740933097e+02,-5.219354460671287654e+01
1.271391387980516896e+02,-7.707561140701558600e+01
1.208508207341905489e+02,-8.838996038252376763e+01
1.238514898488310365e+02,-9.415818997938811208e+01
1.240956495710810401e+02,-8.818649394731545499e+01
1.256784341151288800e+02,-8.113812866914734911e+01
1.267728992146767268e+02,-8.603315545512457163e+01
1.283556837587245809e+02,-7.898479017695647997e+01
1.339971628804961483e+02,-5.182730502333789246e+01
1.379744708841366219e+02,-3.370875049191161565e+01
1.314483735738911037e+02,-3.343307104036226107e+00
-1.820154436589008640e+01,1.202988753426283353e+02
1.684260707252695610e+01,1.224963128428782539e+02
5.938736788490091811e+01,1.023312616183913235e+02
1.052155239959184740e+02,6.748113003597275394e+01
1.278394319789142060e+02,3.379511877798540898e+00
1.290067763513911814e+02,-6.306026742476274194e+01
1.090837966967244199e+02,-1.228806638236020916e+02
-1.123529080491980494e+02,3.398391872381443335e+01
-1.151115442668770754e+02,2.984001488759933451e+01
-1.111363630885251723e+02,3.207473995387353938e+01
-1.050922047469140210e+02,3.741739289730907103e+01
-1.067542490397566297e+02,4.426229174026883584e+01
-1.010763302815204696e+02,4.064740063559538896e+01
